聅凝菌戈 - 独(2103)(O1GC&)
ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,ゼキ秖,
20130419,1419.30,1420.30,1395.10,1395.30,241,585,
20130422,1406.80,1434.90,1406.80,1421.00,70,559,
20130423,1429.50,1429.50,1405.80,1408.60,334,548,
20130424,1423.20,1430.10,1420.40,1423.40,138,548,
20130425,1433.00,1461.80,1433.00,1461.80,222,309,
20130426,1467.40,1476.20,1451.40,1453.60,628,211,
20130429,1462.70,1475.50,1462.30,1467.40,269,1514,
20130430,1471.10,1476.60,1461.00,1472.20,534,1435,
20130501,1475.80,1477.10,1440.00,1446.30,130,564,
20130502,1459.00,1471.20,1453.50,1467.70,244,172,
20130503,1465.50,1487.10,1461.40,1464.30,68,156,
20130506,1468.10,1477.20,1466.80,1468.10,33,134,
20130507,1462.00,1466.20,1441.20,1449.00,91,127,
20130508,1455.50,1474.70,1450.70,1473.90,81,148,
20130509,1471.20,1473.40,1453.00,1468.80,27,144,
20130510,1455.60,1459.30,1423.00,1436.80,569,635,
20130513,1440.00,1440.60,1427.80,1434.50,344,635,
20130514,1430.10,1444.40,1422.00,1424.70,72,895,
20130515,1425.70,1425.70,1390.10,1396.50,364,904,
20130516,1390.40,1395.10,1370.60,1387.10,30,1147,
20130517,1386.70,1391.10,1359.10,1364.90,48,1068,
20130520,1342.90,1387.50,1342.90,1384.30,21,1068,
20130521,1386.50,1392.30,1358.50,1377.80,51,1069,
20130522,1387.20,1395.70,1364.50,1367.60,14,1072,
20130523,1380.60,1394.80,1377.80,1392.00,58,1056,
20130524,1386.80,1386.80,1386.80,1386.80,2,1041,
20130527,1386.80,1386.80,1386.80,1386.80,0,0,
20130528,1380.80,1390.40,1379.10,1379.10,55,1041,
20130529,1391.30,1391.30,1391.30,1391.30,3,43,
20130530,1392.10,1417.50,1388.30,1412.60,44838,27450,
20130531,1412.40,1421.10,1384.20,1392.60,5609,4936,
20130603,1389.10,1416.30,1388.30,1411.70,1318,4946,
20130604,1410.90,1413.70,1389.00,1397.10,829,3525,
20130605,1397.50,1410.00,1395.60,1398.40,1687,3312,
20130606,1401.70,1422.70,1391.60,1415.70,781,2950,
20130607,1411.50,1416.10,1377.90,1383.00,1163,1898,
20130610,1378.80,1386.90,1375.60,1386.20,367,1901,
20130611,1384.20,1384.40,1366.00,1377.00,480,1901,
20130612,1375.00,1393.50,1373.70,1391.80,495,1472,
20130613,1386.80,1390.90,1373.40,1377.60,458,1440,
20130614,1383.90,1389.60,1377.80,1387.30,88,1382,
20130617,1390.30,1390.50,1380.00,1382.80,114,1382,
20130618,1383.10,1383.50,1363.00,1366.60,346,1382,
20130619,1368.10,1373.60,1348.10,1373.60,198,934,
20130620,1348.10,1348.10,1275.40,1285.90,712,904,
20130621,1280.40,1300.00,1268.90,1291.60,456,949,
20130624,1297.30,1297.30,1275.70,1276.80,316,949,
20130625,1276.10,1276.10,1274.80,1274.80,607,993,
20130626,1273.90,1273.90,1228.80,1229.60,368,1064,
20130627,1224.70,1241.40,1198.30,1211.40,533,201,
20130628,1200.90,1232.30,1183.20,1223.80,232,188,
20130701,1234.70,1261.00,1234.20,1255.90,150,150,
20130702,1254.10,1266.30,1241.20,1243.60,107,136,
20130703,1243.80,1258.20,1240.30,1252.10,16,111,
20130704,1252.70,1254.10,1245.90,1249.40,19,111,
20130705,1243.60,1244.00,1208.90,1212.90,72,93,
20130708,1218.80,1235.20,1215.40,1234.90,58,93,
20130709,1234.70,1254.50,1234.40,1245.90,33,103,
20130710,1244.60,1263.90,1244.60,1247.40,58,112,
20130711,1284.60,1285.00,1278.90,1280.10,18,114,
20130712,1282.30,1282.30,1274.30,1277.80,6,105,
20130715,1292.10,1292.40,1281.60,1283.80,19,105,
20130716,1279.40,1291.40,1279.40,1290.80,13,106,
20130717,1286.20,1294.40,1272.90,1277.90,11,87,
20130718,1275.30,1286.40,1275.20,1284.60,26,81,
20130719,1291.70,1293.30,1290.00,1293.30,9,82,
20130722,1317.00,1336.40,1317.00,1336.40,18,82,
20130723,1334.80,1342.30,1327.90,1335.10,10,76,
20130724,1342.20,1343.50,1318.60,1319.70,42,75,
20130725,1318.50,1336.80,1318.50,1329.00,54,100,
20130726,1326.50,1326.50,1321.70,1321.70,66,50,
20130729,1328.40,1328.40,1328.40,1328.40,0,50,
20130730,1327.20,1329.60,1316.20,1324.00,43842,19458,
20130731,1325.50,1338.40,1304.90,1312.40,6201,6300,
20130801,1323.00,1328.50,1306.90,1311.00,1557,3960,
20130802,1306.70,1317.00,1283.00,1310.60,1411,3124,
20130805,1311.20,1318.30,1297.50,1302.60,904,3123,
20130806,1303.00,1305.90,1279.30,1283.20,1310,2772,
20130807,1282.50,1288.40,1274.00,1286.10,989,2476,
20130808,1283.90,1312.80,1283.70,1310.70,482,2045,
20130809,1315.10,1315.80,1306.70,1312.90,449,1696,
20130812,1317.20,1342.40,1317.20,1334.70,301,1577,
20130813,1331.90,1339.10,1320.20,1321.20,209,1334,
20130814,1317.70,1336.30,1317.70,1334.00,333,1241,
20130815,1340.10,1369.60,1319.90,1361.60,215,1182,
20130816,1366.80,1378.90,1361.00,1371.70,175,1143,
20130819,1379.00,1384.40,1363.90,1366.20,139,1141,
20130820,1355.00,1376.00,1355.00,1373.10,123,1113,
20130821,1372.50,1377.30,1360.90,1370.60,109,1088,
20130822,1362.00,1380.40,1362.00,1371.20,79,1117,
20130823,1376.80,1398.20,1373.90,1395.70,177,572,
20130826,1398.60,1402.80,1391.90,1393.00,150,572,
20130827,1403.80,1421.10,1398.70,1420.60,397,498,
20130828,1417.30,1428.00,1417.30,1419.00,9,428,
20130829,1417.40,1417.40,1404.90,1412.90,375,209,
20130830,1407.20,1409.80,1392.30,1396.10,103,209,
20130902,1393.00,1396.10,1382.30,1396.10,27,209,
20130903,1393.30,1414.40,1388.00,1412.00,131,209,
20130904,1413.00,1413.00,1387.10,1389.90,104,222,
20130905,1393.50,1397.50,1368.80,1373.10,26,176,
20130906,1371.00,1388.10,1368.90,1386.70,52,151,
